date,season,competition,stage,home_team_raw,away_team_raw,home_team,away_team,home_goals,away_goals,result,home_elo_before,away_elo_before,elo_diff,home_ppg_5_before,home_goals_for_5_before,home_goals_against_5_before,home_goal_difference_5_before,home_venue_ppg_5_before,home_venue_goals_for_5_before,home_venue_goals_against_5_before,home_venue_goal_difference_5_before,home_ppg_10_before,home_goals_for_10_before,home_goals_against_10_before,home_goal_difference_10_before,home_venue_ppg_10_before,home_venue_goals_for_10_before,home_venue_goals_against_10_before,home_venue_goal_difference_10_before,home_days_since_match_before,home_matches_last_7_before,home_matches_last_14_before,home_matches_last_30_before,home_opponent_adjusted_goal_difference_38_before,home_goals_against_top_opponents_38_before,home_ppg_top_opponents_38_before,home_ucl_matches_before,away_ppg_5_before,away_goals_for_5_before,away_goals_against_5_before,away_goal_difference_5_before,away_venue_ppg_5_before,away_venue_goals_for_5_before,away_venue_goals_against_5_before,away_venue_goal_difference_5_before,away_ppg_10_before,away_goals_for_10_before,away_goals_against_10_before,away_goal_difference_10_before,away_venue_ppg_10_before,away_venue_goals_for_10_before,away_venue_goals_against_10_before,away_venue_goal_difference_10_before,away_days_since_match_before,away_matches_last_7_before,away_matches_last_14_before,away_matches_last_30_before,away_opponent_adjusted_goal_difference_38_before,away_goals_against_top_opponents_38_before,away_ppg_top_opponents_38_before,away_ucl_matches_before,is_champions_league,is_new_ucl_format,ppg_5_diff,goals_for_5_diff,goals_against_5_diff,goal_difference_5_diff,venue_ppg_5_diff,venue_goals_for_5_diff,venue_goals_against_5_diff,venue_goal_difference_5_diff,ppg_10_diff,goals_for_10_diff,goals_against_10_diff,goal_difference_10_diff,venue_ppg_10_diff,venue_goals_for_10_diff,venue_goals_against_10_diff,venue_goal_difference_10_diff,rest_days_diff,matches_last_7_diff,matches_last_14_diff,matches_last_30_diff,opponent_adjusted_goal_difference_38_diff,goals_against_top_opponents_38_diff,ppg_top_opponents_38_diff,ucl_experience_matches_diff,home_away_goal_difference_balance_diff
2018-09-16,2018_19,Ligue 1,,Marseille,Guingamp,Marseille,Guingamp,4,0,2,1636.318559475946,1447.9670612684083,188.3514982075376,2.0,2.4,1.6,0.8,2.6,3.0,1.0,2.0,2.1,2.6,1.6,1.0,2.1,2.5,1.2,1.3,14,0,1,3,0.9990493148927958,2.125,1.375,0,0.0,0.8,2.4,-1.6,0.2,1.0,2.4,-1.4,0.6,1.5,2.3,-0.8,0.6,0.9,2.0,-1.1,15,0,0,3,-0.4081645163179907,2.8,0.5,0,0,0,2.0,1.5999999999999999,-0.7999999999999998,2.4000000000000004,2.4,2.0,-1.4,3.4,1.5,1.1,-0.6999999999999997,1.8,1.5,1.6,-0.8,2.4000000000000004,-1,0,1,0,1.4072138312107865,-0.6749999999999998,0.875,0,0.6000000000000003
2018-09-16,2018_19,Ligue 1,,Nantes,Reims,Nantes,Reims,0,0,1,1491.9805360696355,1445.817195712394,46.16334035724185,1.4,1.2,1.6,-0.4,1.0,0.8,1.4,-0.6,1.2,1.0,1.4,-0.4,1.0,0.8,1.4,-0.6,15,0,0,3,-0.10248423465306315,1.7,0.6,0,1.8,1.4,1.2,0.2,0.6,0.6,1.8,-1.2,1.2,1.2,1.5,-0.3,0.7,0.9,2.0,-1.1,15,0,0,3,-0.4820916820275455,1.4,2.0,0,0,0,-0.40000000000000013,-0.19999999999999996,0.40000000000000013,-0.6000000000000001,0.4,0.20000000000000007,-0.40000000000000013,0.6,0.0,-0.19999999999999996,-0.10000000000000009,-0.10000000000000003,0.30000000000000004,-0.09999999999999998,-0.6000000000000001,0.5000000000000001,0,0,0,0,0.3796074473744823,0.30000000000000004,-1.4,0,0.6000000000000001
2018-09-16,2018_19,Premier League,,Everton,West Ham,Everton,West Ham,1,3,0,1526.476117567022,1463.244040194633,63.23207737238886,1.2,1.6,1.8,-0.2,1.8,1.0,0.6,0.4,1.5,1.3,1.1,0.2,1.9,1.4,0.9,0.5,15,0,0,3,-0.19944944132003006,2.6666666666666665,0.3333333333333333,0,0.6,1.0,2.2,-1.2,0.8,1.0,2.4,-1.4,0.8,1.0,2.0,-1.0,0.8,1.3,2.5,-1.2,15,0,0,3,-0.4857448545965989,2.3076923076923075,0.5384615384615384,0,0,0,0.6,0.6000000000000001,-0.40000000000000013,1.0,1.0,0.0,-1.7999999999999998,1.7999999999999998,0.7,0.30000000000000004,-0.8999999999999999,1.2,1.0999999999999999,0.09999999999999987,-1.6,1.7,0,0,0,0,0.2862954132765688,0.35897435897435903,-0.20512820512820512,0,0.5
2018-09-16,2018_19,Premier League,,Wolves,Burnley,Wolves,Burnley,1,0,2,1506.109930029435,1474.7965786776622,31.31335135177278,1.25,1.0,1.25,-0.25,1.0,1.5,1.5,0.0,1.25,1.0,1.25,-0.25,1.0,1.5,1.5,0.0,15,0,0,3,-0.10095550007364185,1.0,1.0,0,0.2,0.8,2.2,-1.4,1.0,1.0,2.2,-1.2,0.6,0.8,2.0,-1.2,1.2,1.1,1.5,-0.4,14,0,1,3,-0.19160319188146255,2.090909090909091,0.2727272727272727,0,0,0,1.05,0.19999999999999996,-0.9500000000000002,1.15,0.0,0.5,-0.7000000000000002,1.2,0.65,0.19999999999999996,-0.75,0.95,-0.19999999999999996,0.3999999999999999,0.0,0.4,1,0,-1,0,0.0906476918078207,-1.0909090909090908,0.7272727272727273,0,-0.5499999999999999
2018-09-16,2018_19,Serie A,,Cagliari,Milan,Cagliari,Milan,1,1,1,1453.614932494341,1594.736276756512,-141.12134426217085,2.0,1.0,0.8,0.2,1.6,1.0,0.8,0.2,1.4,0.8,1.4,-0.6,1.2,1.0,1.7,-0.7,14,0,1,3,-0.6333770205448046,1.8461538461538463,1.0,0,2.0,2.8,1.4,1.4,1.0,1.4,1.8,-0.4,1.6,1.8,1.1,0.7,1.8,1.7,1.1,0.6,16,0,0,2,0.3501843009121419,1.6666666666666667,1.0,0,0,0,0.0,-1.7999999999999998,-0.5999999999999999,-1.2,0.6000000000000001,-0.3999999999999999,-1.0,0.6000000000000001,-0.20000000000000018,-1.0,0.2999999999999998,-1.2999999999999998,-0.6000000000000001,-0.7,0.5999999999999999,-1.2999999999999998,-2,0,1,1,-0.9835613214569465,0.17948717948717952,0.0,0,0.0
2018-09-16,2018_19,Serie A,,Empoli,Lazio,Empoli,Lazio,0,1,0,1408.091303638135,1602.481317545039,-194.39001390690396,0.8,0.8,1.0,-0.2,1.4,1.4,1.2,0.2,1.3,1.4,1.4,0.0,1.1,1.2,1.4,-0.2,14,0,1,3,-0.7347565989995634,1.9230769230769231,0.5384615384615384,0,0.8,1.2,1.8,-0.6,2.0,1.8,1.6,0.2,1.5,1.6,1.3,0.3,1.7,2.1,1.8,0.3,14,0,1,3,0.9702449588085582,2.0,0.7692307692307693,0,0,0,0.0,-0.3999999999999999,-0.8,0.39999999999999997,-0.6000000000000001,-0.40000000000000013,-0.40000000000000013,0.0,-0.19999999999999996,-0.20000000000000018,0.09999999999999987,-0.3,-0.5999999999999999,-0.9000000000000001,-0.40000000000000013,-0.5,0,0,0,0,-1.7050015578081217,-0.07692307692307687,-0.23076923076923084,0,-0.2
2018-09-16,2018_19,Serie A,,Genoa,Bologna,Genoa,Bologna,1,0,2,1436.4583789728215,1398.3425881294183,38.115790843403374,0.6,1.6,2.4,-0.8,1.8,1.8,1.4,0.4,1.0,1.4,1.8,-0.4,1.6,1.4,1.1,0.3,14,0,1,2,-0.18863113210741353,1.6923076923076923,0.5384615384615384,0,0.2,0.2,1.4,-1.2,0.4,0.2,1.0,-0.8,0.5,0.5,1.3,-0.8,0.3,0.4,1.3,-0.9,15,0,0,3,-0.31605663206530943,1.8461538461538463,0.23076923076923078,0,0,0,0.39999999999999997,1.4000000000000001,1.0,0.3999999999999999,1.4,1.6,0.3999999999999999,1.2000000000000002,0.5,0.8999999999999999,0.5,0.4,1.3,0.9999999999999999,-0.19999999999999996,1.2,-1,0,1,-1,0.1274254999578959,-0.15384615384615397,0.30769230769230765,0,0.7999999999999999
2018-09-16,2018_19,Serie A,,Juventus,Sassuolo,Juventus,Sassuolo,2,1,2,1797.81120154241,1512.7159232754564,285.09527826695376,2.6,1.8,0.8,1.0,2.4,2.0,0.6,1.4,2.3,1.9,0.9,1.0,2.2,1.9,0.9,1.0,15,0,0,3,1.3512062908061182,0.7333333333333333,2.066666666666667,31,2.0,2.0,1.4,0.6,1.6,1.4,1.6,-0.2,2.0,1.6,1.3,0.3,1.2,1.1,2.0,-0.9,14,0,1,3,-0.5436736781666374,2.142857142857143,1.0714285714285714,0,0,0,0.6000000000000001,-0.19999999999999996,-0.5999999999999999,0.4,0.7999999999999998,0.6000000000000001,-1.0,1.5999999999999999,0.2999999999999998,0.2999999999999998,-0.4,0.7,1.0000000000000002,0.7999999999999998,-1.1,1.9,1,0,-1,0,1.8948799689727556,-1.4095238095238094,0.9952380952380955,31,1.2
2018-09-16,2018_19,Serie A,,Roma,Chievo,Roma,Chievo,2,2,1,1681.688937227138,1435.2275148579192,246.4614223692188,1.6,1.2,1.0,0.2,2.2,2.6,1.4,1.2,2.0,2.0,1.3,0.7,2.0,2.0,1.1,0.9,16,0,0,3,0.5748693941774882,1.8125,1.0,20,1.4,1.2,2.0,-0.8,0.8,1.0,2.6,-1.6,1.2,1.0,1.7,-0.7,0.4,0.8,2.4,-1.6,14,0,1,3,-0.6172626331181593,2.3333333333333335,0.25,0,0,0,0.20000000000000018,0.0,-1.0,1.0,1.4000000000000001,1.6,-1.2000000000000002,2.8,0.8,1.0,-0.3999999999999999,1.4,1.6,1.2,-1.2999999999999998,2.5,2,0,-1,0,1.1921320272956475,-0.5208333333333335,0.75,20,1.1
2018-09-16,2018_19,Serie A,,Udinese,Torino,Udinese,Torino,1,1,1,1432.1567098377116,1543.5385547571796,-111.381844919468,2.0,1.0,0.6,0.4,1.2,0.8,1.6,-0.8,1.1,1.2,1.8,-0.6,0.8,0.7,1.6,-0.9,14,0,1,3,-0.29150466259574465,2.4285714285714284,0.42857142857142855,0,2.0,1.4,1.0,0.4,1.2,1.4,1.4,0.0,1.3,1.1,1.1,0.0,1.1,1.4,1.4,0.0,14,0,1,3,0.19518600000767652,1.6,0.7333333333333333,0,0,0,0.0,-0.3999999999999999,-0.4,0.0,0.0,-0.5999999999999999,0.20000000000000018,-0.8,-0.19999999999999996,0.09999999999999987,0.7,-0.6,-0.30000000000000004,-0.7,0.20000000000000018,-0.9,0,0,0,0,-0.4866906626034212,0.8285714285714283,-0.30476190476190473,0,-0.30000000000000004
2018-09-17,2018_19,La Liga,,Girona,Celta,Girona,Celta,3,2,2,1511.7891913958208,1524.3882070515754,-12.599015655754556,1.4,0.8,1.2,-0.4,0.2,0.4,2.2,-1.8,1.1,0.8,1.5,-0.7,1.1,0.9,1.3,-0.4,17,0,0,2,-0.1788410248747855,2.0,1.0,0,2.0,1.8,2.0,-0.2,0.8,0.8,2.6,-1.8,1.3,1.4,1.9,-0.5,0.7,0.7,2.3,-1.6,16,0,0,3,0.1769458433135116,2.0,0.7692307692307693,0,0,0,-0.6000000000000001,-1.0,-0.8,-0.2,-0.6000000000000001,-0.4,-0.3999999999999999,0.0,-0.19999999999999996,-0.5999999999999999,-0.3999999999999999,-0.19999999999999996,0.40000000000000013,0.20000000000000007,-0.9999999999999998,1.2000000000000002,1,0,0,-1,-0.3557868681882971,0.0,0.23076923076923073,0,1.4000000000000001
2018-09-17,2018_19,Premier League,,Southampton,Brighton,Southampton,Brighton,2,2,1,1461.9368457012654,1479.7305195054653,-17.793673804199898,0.8,0.8,1.0,-0.2,0.8,1.0,1.4,-0.4,1.2,1.0,1.0,0.0,0.7,0.8,1.3,-0.5,16,0,0,3,-0.3762961723887645,1.9166666666666667,0.25,0,0.8,1.0,2.2,-1.2,0.2,0.2,2.0,-1.8,0.9,1.0,1.8,-0.8,0.3,0.5,1.9,-1.4,16,0,0,3,-0.4254403720881436,2.1538461538461537,0.7692307692307693,0,0,0,0.0,-0.19999999999999996,-1.2000000000000002,1.0,0.6000000000000001,0.8,-0.6000000000000001,1.4,0.29999999999999993,0.0,-0.8,0.8,0.39999999999999997,0.30000000000000004,-0.5999999999999999,0.8999999999999999,0,0,0,0,0.04914419969937911,-0.237179487179487,-0.5192307692307693,0,0.09999999999999987
2018-09-17,2018_19,Serie A,,Spal,Atalanta,Spal,Atalanta,2,0,2,1486.950381610117,1579.2243744435573,-92.2739928334404,1.8,1.2,0.8,0.4,2.0,1.2,0.8,0.4,1.7,1.1,0.8,0.3,1.6,0.9,1.0,-0.1,15,0,0,3,-0.4211901078130829,2.0,0.4166666666666667,0,1.0,1.6,1.2,0.4,1.2,1.6,1.2,0.4,1.6,1.7,0.9,0.8,1.6,1.8,0.9,0.9,15,0,0,3,0.6353354029451137,1.6,0.9,0,0,0,0.8,-0.40000000000000013,-0.3999999999999999,0.0,0.8,-0.40000000000000013,-0.3999999999999999,0.0,0.09999999999999987,-0.5999999999999999,-0.09999999999999998,-0.5,0.0,-0.9,0.09999999999999998,-1.0,0,0,0,0,-1.0565255107581966,0.3999999999999999,-0.48333333333333334,0,-0.5
2018-09-18,2018_19,Champions League,league_phase,FC Barcelona (ESP),PSV Eindhoven (NED),Barcelona,PSV Eindhoven (NED),4,0,2,1796.1193960863725,1487.9324784449557,308.1869176414166,3.0,3.0,0.6,2.4,2.6,3.8,1.0,2.8,2.3,3.2,1.5,1.7,2.8,3.3,0.8,2.5,3,1,1,3,1.716069692462448,0.9285714285714286,2.0714285714285716,30,0.4,0.8,2.0,-1.2,0.4,2.0,3.2,-1.2,0.7,1.3,2.0,-0.7,0.2857142857142857,1.7142857142857142,3.0,-1.2857142857142858,651,0,0,0,-0.309806651312769,2.4285714285714284,0.2857142857142857,14,1,0,2.6,2.2,-1.4,3.5999999999999996,2.2,1.7999999999999998,-2.2,4.0,1.5999999999999999,1.9000000000000001,-0.5,2.4,2.5142857142857142,1.5857142857142856,-2.2,3.7857142857142856,-648,1,1,3,2.025876343775217,-1.4999999999999998,1.785714285714286,16,1.3857142857142857
2018-09-18,2018_19,Champions League,league_phase,Club Brugge KV (BEL),Borussia Dortmund (GER),Club Brugge KV (BEL),Dortmund,0,1,0,1449.300535304574,1586.5481640428368,-137.24762873826285,0.0,0.4,2.2,-1.8,0.0,0.3333333333333333,2.3333333333333335,-2.0,0.0,0.3333333333333333,2.3333333333333335,-2.0,0.0,0.3333333333333333,2.3333333333333335,-2.0,650,0,0,0,-1.915160293648121,2.5,0.0,6,1.4,1.8,1.4,0.4,0.4,0.4,2.4,-2.0,1.4,1.7,1.6,0.1,1.3,1.0,1.6,-0.6,4,1,1,3,0.2815438201203603,2.4545454545454546,0.8181818181818182,16,1,0,-1.4,-1.4,0.8000000000000003,-2.2,-0.4,-0.06666666666666671,-0.06666666666666643,0.0,-1.4,-1.3666666666666667,0.7333333333333334,-2.1,-1.3,-0.6666666666666667,0.7333333333333334,-1.4,646,-1,-1,-3,-2.1967041137684813,0.045454545454545414,-0.8181818181818182,-10,0.7000000000000002
2018-09-18,2018_19,Champions League,league_phase,Crvena Zvezda (SRB),SSC Napoli (ITA),Crvena Zvezda (SRB),Napoli,0,0,1,1500.0,1716.347493264188,-216.34749326418796,,,,,,,,,,,,,,,,,,0,0,0,,,,0,2.4,1.6,1.4,0.2,1.8,1.0,1.4,-0.4,2.2,1.7,1.4,0.3,1.8,1.3,0.8,0.5,3,1,1,3,0.7464951974647902,1.2857142857142858,1.5,14,1,0,,,,,,,,,,,,,,,,,,-1,-1,-3,,,,-14,
2018-09-18,2018_19,Champions League,league_phase,Galatasaray (TUR),Lokomotiv Moskva (RUS),Galatasaray (TUR),Lokomotiv Moskva (RUS),3,0,2,1483.3451396582618,1500.0,-16.654860341738186,1.0,1.2,1.6,-0.4,1.3333333333333333,1.0,1.3333333333333333,-0.3333333333333333,0.8333333333333334,1.0,1.6666666666666667,-0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,-0.3333333333333333,1015,0,0,0,-0.6360105005423008,2.0,0.0,6,,,,,,,,,,,,,,,,,,0,0,0,,,,0,1,0,,,,,,,,,,,,,,,,,,0,0,0,,,,6,
2018-09-18,2018_19,Champions League,league_phase,Inter (ITA),Tottenham Hotspur (ENG),Inter,Tottenham,2,1,2,1582.266866533352,1693.2867397603734,-111.01987322702144,1.4,1.6,1.2,0.4,0.8,1.8,1.6,0.2,1.6,2.1,1.2,0.9,1.5,1.7,1.0,0.7,3,1,1,4,0.7730276112803312,0.6,1.3,0,1.8,2.0,1.2,0.8,1.4,1.4,1.0,0.4,1.9,1.9,1.2,0.7,2.0,1.9,1.0,0.9,3,1,1,3,1.0341923615934068,1.5384615384615385,1.5384615384615385,14,1,0,-0.40000000000000013,-0.3999999999999999,0.0,-0.4,-0.5999999999999999,0.40000000000000013,0.6000000000000001,-0.2,-0.2999999999999998,0.20000000000000018,0.0,0.20000000000000007,-0.5,-0.19999999999999996,0.0,-0.20000000000000007,0,0,0,1,-0.2611647503130756,-0.9384615384615386,-0.2384615384615385,-14,-0.40000000000000013
2018-09-18,2018_19,Champions League,league_phase,Liverpool FC (ENG),Paris Saint-Germain (FRA),Liverpool,Paris SG,3,2,2,1708.932142871482,1755.1363650113817,-46.20422213989946,3.0,2.2,0.4,1.8,2.6,2.8,0.4,2.4,1.9,1.8,1.0,0.8,2.6,2.7,0.2,2.5,3,1,1,4,1.7681176620823535,2.0,1.5454545454545454,13,3.0,3.4,0.8,2.6,2.2,2.0,1.0,1.0,2.1,2.2,1.0,1.2,2.1,1.7,1.0,0.7,4,1,1,3,2.0233867104374137,1.4444444444444444,1.6666666666666667,26,1,0,0.0,-1.1999999999999997,-0.4,-0.8,0.3999999999999999,0.7999999999999998,-0.6,1.4,-0.20000000000000018,-0.40000000000000013,0.0,-0.3999999999999999,0.5,1.0000000000000002,-0.8,1.8,-1,0,0,1,-0.25526904835506015,0.5555555555555556,-0.12121212121212133,-13,2.2
2018-09-18,2018_19,Champions League,league_phase,AS Monaco (FRA),Atlético Madrid (ESP),Monaco,Ath Madrid,1,2,0,1636.2990978821526,1672.7616554528308,-36.4625575706782,1.0,1.4,1.4,0.0,1.6,1.0,0.8,0.2,1.5,1.4,1.1,0.3,2.3,1.9,0.9,1.0,3,1,1,3,0.5852461186878093,2.75,1.0,18,1.2,1.0,1.2,-0.2,1.4,0.6,1.2,-0.6,1.3,0.7,1.1,-0.4,1.4,1.1,1.2,-0.1,3,1,1,4,0.8305040312861195,1.0,1.2222222222222223,31,1,0,-0.19999999999999996,0.3999999999999999,0.19999999999999996,0.2,0.20000000000000018,0.4,-0.3999999999999999,0.8,0.19999999999999996,0.7,0.0,0.7,0.8999999999999999,0.7999999999999998,-0.29999999999999993,1.1,0,0,0,-1,-0.2452579125983102,1.75,-0.22222222222222232,-13,0.40000000000000013
2018-09-18,2018_19,Champions League,league_phase,FC Schalke 04 (GER),FC Porto (POR),Schalke 04,FC Porto (POR),1,1,1,1546.7976838273992,1539.7505722013143,7.04711162608487,1.2,1.0,1.4,-0.4,2.0,1.2,0.6,0.6,1.4,1.4,1.3,0.1,2.0,1.4,0.9,0.5,3,1,1,3,0.32495235409045364,1.75,1.25,0,1.6,1.8,1.8,0.0,1.0,1.2,1.0,0.2,1.1,1.5,1.8,-0.3,1.2,1.1,1.0,0.1,196,0,0,0,0.3523723527681729,1.5,1.3,22,1,0,-0.40000000000000013,-0.8,-0.40000000000000013,-0.4,1.0,0.0,-0.4,0.39999999999999997,0.2999999999999998,-0.10000000000000009,-0.5,0.4,0.8,0.2999999999999998,-0.09999999999999998,0.4,-193,1,1,3,-0.02741999867771927,0.25,-0.050000000000000044,-22,0.0
2018-09-19,2018_19,Champions League,league_phase,AFC Ajax (NED),AEK Athen (GRE),AFC Ajax (NED),AEK Athen (GRE),3,0,2,1500.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,0,0,0,,,,0,1,0,,,,,,,,,,,,,,,,,,0,0,0,,,,0,
2018-09-19,2018_19,Champions League,league_phase,BSC Young Boys (SUI),Manchester United (ENG),BSC Young Boys (SUI),Man United,0,3,0,1500.0,1654.5910687165365,-154.59106871653626,,,,,,,,,,,,,,,,,,0,0,0,,,,0,1.8,1.6,1.6,0.0,1.4,1.2,1.0,0.2,1.9,1.3,1.0,0.3,1.7,1.4,1.0,0.4,4,1,1,3,0.6528706665383197,1.4545454545454546,1.4545454545454546,14,1,0,,,,,,,,,,,,,,,,,,-1,-1,-3,,,,-14,
2018-09-19,2018_19,Champions League,league_phase,Manchester City (ENG),Olympique Lyonnais (FRA),Man City,Lyon,1,2,0,1747.9567372162371,1621.5643086149614,126.3924286012757,2.6,2.8,0.6,2.2,2.6,2.8,0.6,2.2,2.6,2.7,0.5,2.2,1.9,2.4,1.0,1.4,4,1,1,3,1.5860415259095926,1.5,1.8,30,1.4,1.2,0.8,0.4,1.4,2.8,1.6,1.2,1.9,2.1,1.1,1.0,1.2,2.3,1.9,0.4,4,1,1,3,1.0618168860847543,1.5,2.25,12,1,0,1.2000000000000002,1.5999999999999999,-0.20000000000000007,1.8000000000000003,1.2000000000000002,0.0,-1.0,1.0000000000000002,0.7000000000000002,0.6000000000000001,-0.6000000000000001,1.2000000000000002,0.7,0.10000000000000009,-0.8999999999999999,0.9999999999999999,0,0,0,0,0.5242246398248382,0.0,-0.44999999999999996,18,-0.2000000000000003
2018-09-19,2018_19,Champions League,league_phase,Real Madrid (ESP),AS Roma (ITA),Real Madrid,Roma,3,0,2,1772.7175348752576,1675.5861021796316,97.13143269562602,2.6,2.8,0.8,2.0,2.6,3.4,0.8,2.6,1.9,2.8,1.3,1.5,2.1,2.8,1.3,1.5,4,1,1,3,1.56967677433259,1.5333333333333334,1.6666666666666667,39,1.6,1.6,1.4,0.2,1.8,1.2,1.4,-0.2,1.8,1.9,1.5,0.4,1.7,1.3,1.2,0.1,3,1,1,3,0.5363221053327587,1.8666666666666667,0.8666666666666667,20,1,0,1.0,1.1999999999999997,-0.5999999999999999,1.8,0.8,2.2,-0.5999999999999999,2.8000000000000003,0.09999999999999987,0.8999999999999999,-0.19999999999999996,1.1,0.40000000000000013,1.4999999999999998,0.10000000000000009,1.4,1,0,0,0,1.0333546689998312,-0.33333333333333326,0.8,19,0.2999999999999998
2018-09-19,2018_19,Champions League,league_phase,SL Benfica (POR),Bayern München (GER),SL Benfica (POR),Bayern Munich,0,2,0,1480.1446969037515,1774.8951812251778,-294.75048432142626,0.0,0.0,2.4,-2.4,0.6,0.6,1.4,-0.8,0.4,0.6,2.3,-1.7,1.1,0.9,1.2,-0.3,288,0,0,0,-0.412519326999029,2.0,0.4444444444444444,24,2.4,2.6,1.4,1.2,2.6,3.0,0.8,2.2,2.2,2.8,1.3,1.5,2.5,2.7,0.9,1.8,4,1,1,3,1.8531549151104143,0.8181818181818182,2.3636363636363638,34,1,0,-2.4,-2.6,1.0,-3.5999999999999996,-2.0,-2.4,0.5999999999999999,-3.0,-1.8000000000000003,-2.1999999999999997,0.9999999999999998,-3.2,-1.4,-1.8000000000000003,0.29999999999999993,-2.1,284,-1,-1,-3,-2.2656742421094433,1.1818181818181817,-1.9191919191919193,-10,1.1
2018-09-19,2018_19,Champions League,league_phase,Shakhtar Donetsk (UKR),1899 Hoffenheim (GER),Shakhtar Donetsk (UKR),Hoffenheim,2,2,1,1520.063353787394,1565.382074325766,-45.31872053837219,1.8,1.4,1.4,0.0,2.4,2.4,1.6,0.8,1.5,1.4,1.7,-0.3,2.142857142857143,2.2857142857142856,1.5714285714285714,0.7142857142857143,190,0,0,0,-0.2517974203329427,2.0,1.0,14,1.2,1.6,1.8,-0.2,0.8,1.6,2.0,-0.4,1.9,2.5,1.3,1.2,0.9,1.7,2.1,-0.4,4,1,1,3,0.4705157341546326,1.8571428571428572,1.7142857142857142,0,1,0,0.6000000000000001,-0.20000000000000018,-0.40000000000000013,0.2,1.5999999999999999,0.7999999999999998,-0.3999999999999999,1.2000000000000002,-0.3999999999999999,-1.1,0.3999999999999999,-1.5,1.2428571428571429,0.5857142857142856,-0.5285714285714287,1.1142857142857143,186,-1,-1,-3,-0.7223131544875754,0.1428571428571428,-0.7142857142857142,14,2.6142857142857143
2018-09-19,2018_19,Champions League,league_phase,Valencia CF (ESP),Juventus (ITA),Valencia,Juventus,0,2,0,1568.912278665315,1801.057400650946,-232.14512198563105,1.2,1.0,1.2,-0.2,1.2,0.8,0.8,0.0,1.1,0.8,1.0,-0.2,2.1,1.5,0.7,0.8,4,1,1,4,0.700226125658409,1.3636363636363635,1.2727272727272727,6,3.0,2.2,1.0,1.2,2.2,1.8,1.2,0.6,2.3,1.8,1.0,0.8,2.4,1.9,1.0,0.9,3,1,1,3,1.323064634130727,0.7333333333333333,2.066666666666667,31,1,0,-1.8,-1.2000000000000002,0.19999999999999996,-1.4,-1.0000000000000002,-1.0,-0.3999999999999999,-0.6,-1.1999999999999997,-1.0,0.0,-1.0,-0.2999999999999998,-0.3999999999999999,-0.30000000000000004,-0.09999999999999998,1,0,0,1,-0.622838508472318,0.6303030303030303,-0.7939393939393942,-25,0.9
2018-09-19,2018_19,Champions League,league_phase,Viktoria Plzeň (CZE),CSKA Moskva (RUS),Viktoria Plzeň (CZE),CSKA Moskva (RUS),2,2,1,1500.0,1476.2412963043275,23.758703695672462,,,,,,,,,,,,,,,,,,0,0,0,,,,0,1.2,1.2,1.8,-0.6,1.2,1.2,2.0,-0.8,1.1,1.1,1.8,-0.7,0.7777777777777778,1.0,1.7777777777777777,-0.7777777777777778,288,0,0,0,-0.5374546613184455,2.125,0.375,18,1,0,,,,,,,,,,,,,,,,,,0,0,0,,,,-18,
2018-09-19,2018_19,Serie A,,Sampdoria,Fiorentina,Sampdoria,Fiorentina,1,1,1,1499.053198825286,1557.2853502723185,-58.232151447032265,1.2,1.8,1.2,0.6,2.0,1.6,0.6,1.0,1.2,1.4,1.5,-0.1,1.8,1.4,1.1,0.3,4,1,1,3,0.08999378923606174,1.8666666666666667,1.2666666666666666,0,1.2,1.6,1.6,0.0,1.2,1.2,1.8,-0.6,1.3,1.7,1.5,0.2,1.6,1.4,1.5,-0.1,4,1,1,3,0.3711057003786966,1.6153846153846154,0.8461538461538461,0,0,0,0.0,0.19999999999999996,-0.40000000000000013,0.6,0.8,0.40000000000000013,-1.2000000000000002,1.6,-0.10000000000000009,-0.30000000000000004,0.0,-0.30000000000000004,0.19999999999999996,0.0,-0.3999999999999999,0.4,0,0,0,0,-0.2811119111426349,0.2512820512820513,0.42051282051282046,0,0.7000000000000001
2018-09-21,2018_19,Bundesliga,,Stuttgart,Fortuna Dusseldorf,Stuttgart,Fortuna Dusseldorf,0,0,1,1501.6569962205,1503.0146499864932,-1.357653765993291,1.4,1.8,1.6,0.2,1.6,1.2,1.0,0.2,1.5,1.4,1.3,0.1,1.8,0.9,0.7,0.2,5,1,1,3,-0.11053078377998816,1.1,1.3,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.0,1.0,1.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.0,1.0,1.0,0.0,6,1,1,3,0.0720322058847999,1.0,3.0,0,0,0,0.06666666666666665,0.4666666666666668,0.26666666666666683,0.2,0.6000000000000001,0.19999999999999996,0.0,0.2,0.16666666666666674,0.06666666666666665,-0.033333333333333215,0.1,0.8,-0.09999999999999998,-0.30000000000000004,0.2,-1,0,0,0,-0.18256298966478807,0.10000000000000009,-1.7,0,0.1
