date,season,competition,stage_raw,stage,home_team,away_team,home_goals,away_goals
2016-11-01,2016_17,Champions League,Group B,league_phase,SL Benfica (POR),Dinamo Kiev (UKR),1,0
2016-11-23,2016_17,Champions League,Group B,league_phase,Beşiktaş (TUR),SL Benfica (POR),3,3
2016-11-23,2016_17,Champions League,Group B,league_phase,SSC Napoli (ITA),Dinamo Kiev (UKR),0,0
2016-12-06,2016_17,Champions League,Group B,league_phase,Dinamo Kiev (UKR),Beşiktaş (TUR),6,0
2016-12-06,2016_17,Champions League,Group B,league_phase,SL Benfica (POR),SSC Napoli (ITA),1,2
2016-09-13,2016_17,Champions League,Group C,league_phase,FC Barcelona (ESP),Celtic FC (SCO),7,0
2016-09-14,2016_17,Champions League,Group C,league_phase,Manchester City (ENG),Bor. Mönchengladbach (GER),4,0
2016-09-28,2016_17,Champions League,Group C,league_phase,Bor. Mönchengladbach (GER),FC Barcelona (ESP),1,2
2016-09-28,2016_17,Champions League,Group C,league_phase,Celtic FC (SCO),Manchester City (ENG),3,3
2016-10-19,2016_17,Champions League,Group C,league_phase,Celtic FC (SCO),Bor. Mönchengladbach (GER),0,2
2016-10-19,2016_17,Champions League,Group C,league_phase,FC Barcelona (ESP),Manchester City (ENG),4,0
2016-11-01,2016_17,Champions League,Group C,league_phase,Bor. Mönchengladbach (GER),Celtic FC (SCO),1,1
2016-11-01,2016_17,Champions League,Group C,league_phase,Manchester City (ENG),FC Barcelona (ESP),3,1
2016-11-23,2016_17,Champions League,Group C,league_phase,Bor. Mönchengladbach (GER),Manchester City (ENG),1,1
2016-11-23,2016_17,Champions League,Group C,league_phase,Celtic FC (SCO),FC Barcelona (ESP),0,2
2016-12-06,2016_17,Champions League,Group C,league_phase,FC Barcelona (ESP),Bor. Mönchengladbach (GER),4,0
2016-12-06,2016_17,Champions League,Group C,league_phase,Manchester City (ENG),Celtic FC (SCO),1,1
2016-09-13,2016_17,Champions League,Group D,league_phase,Bayern München (GER),FK Rostov (RUS),5,0
2016-09-13,2016_17,Champions League,Group D,league_phase,PSV Eindhoven (NED),Atlético Madrid (ESP),0,1
2016-09-28,2016_17,Champions League,Group D,league_phase,Atlético Madrid (ESP),Bayern München (GER),1,0
2016-09-28,2016_17,Champions League,Group D,league_phase,FK Rostov (RUS),PSV Eindhoven (NED),2,2
2016-10-19,2016_17,Champions League,Group D,league_phase,Bayern München (GER),PSV Eindhoven (NED),4,1
2016-10-19,2016_17,Champions League,Group D,league_phase,FK Rostov (RUS),Atlético Madrid (ESP),0,1
2016-11-01,2016_17,Champions League,Group D,league_phase,Atlético Madrid (ESP),FK Rostov (RUS),2,1
2016-11-01,2016_17,Champions League,Group D,league_phase,PSV Eindhoven (NED),Bayern München (GER),1,2
2016-11-23,2016_17,Champions League,Group D,league_phase,FK Rostov (RUS),Bayern München (GER),3,2
2016-11-23,2016_17,Champions League,Group D,league_phase,Atlético Madrid (ESP),PSV Eindhoven (NED),2,0
2016-12-06,2016_17,Champions League,Group D,league_phase,Bayern München (GER),Atlético Madrid (ESP),1,0
2016-12-06,2016_17,Champions League,Group D,league_phase,PSV Eindhoven (NED),FK Rostov (RUS),0,0
2016-09-14,2016_17,Champions League,Group E,league_phase,Bayer Leverkusen (GER),CSKA Moskva (RUS),2,2
2016-09-14,2016_17,Champions League,Group E,league_phase,Tottenham Hotspur (ENG),AS Monaco (FRA),1,2
2016-09-27,2016_17,Champions League,Group E,league_phase,AS Monaco (FRA),Bayer Leverkusen (GER),1,1
2016-09-27,2016_17,Champions League,Group E,league_phase,CSKA Moskva (RUS),Tottenham Hotspur (ENG),0,1
2016-10-18,2016_17,Champions League,Group E,league_phase,Bayer Leverkusen (GER),Tottenham Hotspur (ENG),0,0
2016-10-18,2016_17,Champions League,Group E,league_phase,CSKA Moskva (RUS),AS Monaco (FRA),1,1
2016-11-02,2016_17,Champions League,Group E,league_phase,AS Monaco (FRA),CSKA Moskva (RUS),3,0
2016-11-02,2016_17,Champions League,Group E,league_phase,Tottenham Hotspur (ENG),Bayer Leverkusen (GER),0,1
2016-11-22,2016_17,Champions League,Group E,league_phase,CSKA Moskva (RUS),Bayer Leverkusen (GER),1,1
2016-11-22,2016_17,Champions League,Group E,league_phase,AS Monaco (FRA),Tottenham Hotspur (ENG),2,1
2016-12-07,2016_17,Champions League,Group E,league_phase,Bayer Leverkusen (GER),AS Monaco (FRA),3,0
2016-12-07,2016_17,Champions League,Group E,league_phase,Tottenham Hotspur (ENG),CSKA Moskva (RUS),3,1
2016-09-14,2016_17,Champions League,Group F,league_phase,Legia Warszawa (POL),Borussia Dortmund (GER),0,6
2016-09-14,2016_17,Champions League,Group F,league_phase,Real Madrid (ESP),Sporting CP (POR),2,1
2016-09-27,2016_17,Champions League,Group F,league_phase,Borussia Dortmund (GER),Real Madrid (ESP),2,2
2016-09-27,2016_17,Champions League,Group F,league_phase,Sporting CP (POR),Legia Warszawa (POL),2,0
2016-10-18,2016_17,Champions League,Group F,league_phase,Real Madrid (ESP),Legia Warszawa (POL),5,1
2016-10-18,2016_17,Champions League,Group F,league_phase,Sporting CP (POR),Borussia Dortmund (GER),1,2
2016-11-02,2016_17,Champions League,Group F,league_phase,Borussia Dortmund (GER),Sporting CP (POR),1,0
2016-11-02,2016_17,Champions League,Group F,league_phase,Legia Warszawa (POL),Real Madrid (ESP),3,3
2016-11-22,2016_17,Champions League,Group F,league_phase,Borussia Dortmund (GER),Legia Warszawa (POL),8,4
2016-11-22,2016_17,Champions League,Group F,league_phase,Sporting CP (POR),Real Madrid (ESP),1,2
2016-12-07,2016_17,Champions League,Group F,league_phase,Legia Warszawa (POL),Sporting CP (POR),1,0
2016-12-07,2016_17,Champions League,Group F,league_phase,Real Madrid (ESP),Borussia Dortmund (GER),2,2
2016-09-14,2016_17,Champions League,Group G,league_phase,Club Brugge KV (BEL),Leicester City (ENG),0,3
2016-09-14,2016_17,Champions League,Group G,league_phase,FC Porto (POR),FC København (DEN),1,1
2016-09-27,2016_17,Champions League,Group G,league_phase,FC København (DEN),Club Brugge KV (BEL),4,0
2016-09-27,2016_17,Champions League,Group G,league_phase,Leicester City (ENG),FC Porto (POR),1,0
2016-10-18,2016_17,Champions League,Group G,league_phase,Club Brugge KV (BEL),FC Porto (POR),1,2
2016-10-18,2016_17,Champions League,Group G,league_phase,Leicester City (ENG),FC København (DEN),1,0
2016-11-02,2016_17,Champions League,Group G,league_phase,FC København (DEN),Leicester City (ENG),0,0
2016-11-02,2016_17,Champions League,Group G,league_phase,FC Porto (POR),Club Brugge KV (BEL),1,0
2016-11-22,2016_17,Champions League,Group G,league_phase,FC København (DEN),FC Porto (POR),0,0
2016-11-22,2016_17,Champions League,Group G,league_phase,Leicester City (ENG),Club Brugge KV (BEL),2,1
2016-12-07,2016_17,Champions League,Group G,league_phase,Club Brugge KV (BEL),FC København (DEN),0,2
2016-12-07,2016_17,Champions League,Group G,league_phase,FC Porto (POR),Leicester City (ENG),5,0
2016-09-14,2016_17,Champions League,Group H,league_phase,Juventus (ITA),Sevilla FC (ESP),0,0
2016-09-14,2016_17,Champions League,Group H,league_phase,Olympique Lyonnais (FRA),Dinamo Zagreb (CRO),3,0
2016-09-27,2016_17,Champions League,Group H,league_phase,Dinamo Zagreb (CRO),Juventus (ITA),0,4
2016-09-27,2016_17,Champions League,Group H,league_phase,Sevilla FC (ESP),Olympique Lyonnais (FRA),1,0
2016-10-18,2016_17,Champions League,Group H,league_phase,Dinamo Zagreb (CRO),Sevilla FC (ESP),0,1
2016-10-18,2016_17,Champions League,Group H,league_phase,Olympique Lyonnais (FRA),Juventus (ITA),0,1
2016-11-02,2016_17,Champions League,Group H,league_phase,Juventus (ITA),Olympique Lyonnais (FRA),1,1
2016-11-02,2016_17,Champions League,Group H,league_phase,Sevilla FC (ESP),Dinamo Zagreb (CRO),4,0
2016-11-22,2016_17,Champions League,Group H,league_phase,Dinamo Zagreb (CRO),Olympique Lyonnais (FRA),0,1
2016-11-22,2016_17,Champions League,Group H,league_phase,Sevilla FC (ESP),Juventus (ITA),1,3
2016-12-07,2016_17,Champions League,Group H,league_phase,Juventus (ITA),Dinamo Zagreb (CRO),2,0
2016-12-07,2016_17,Champions League,Group H,league_phase,Olympique Lyonnais (FRA),Sevilla FC (ESP),0,0
2017-02-14,2016_17,Champions League,Round of 16,round_of_16,SL Benfica (POR),Borussia Dortmund (GER),1,0
2017-02-14,2016_17,Champions League,Round of 16,round_of_16,Paris Saint-Germain (FRA),FC Barcelona (ESP),4,0
2017-02-15,2016_17,Champions League,Round of 16,round_of_16,Real Madrid (ESP),SSC Napoli (ITA),3,1
2017-02-15,2016_17,Champions League,Round of 16,round_of_16,Bayern München (GER),Arsenal FC (ENG),5,1
2017-02-21,2016_17,Champions League,Round of 16,round_of_16,Manchester City (ENG),AS Monaco (FRA),5,3
2017-02-21,2016_17,Champions League,Round of 16,round_of_16,Bayer Leverkusen (GER),Atlético Madrid (ESP),2,4
2017-02-22,2016_17,Champions League,Round of 16,round_of_16,FC Porto (POR),Juventus (ITA),0,2
2017-02-22,2016_17,Champions League,Round of 16,round_of_16,Sevilla FC (ESP),Leicester City (ENG),2,1
2017-03-07,2016_17,Champions League,Round of 16,round_of_16,SSC Napoli (ITA),Real Madrid (ESP),1,3
2017-03-07,2016_17,Champions League,Round of 16,round_of_16,Arsenal FC (ENG),Bayern München (GER),1,5
2017-03-08,2016_17,Champions League,Round of 16,round_of_16,Borussia Dortmund (GER),SL Benfica (POR),4,0
2017-03-08,2016_17,Champions League,Round of 16,round_of_16,FC Barcelona (ESP),Paris Saint-Germain (FRA),6,1
2017-03-14,2016_17,Champions League,Round of 16,round_of_16,Juventus (ITA),FC Porto (POR),1,0
2017-03-14,2016_17,Champions League,Round of 16,round_of_16,Leicester City (ENG),Sevilla FC (ESP),2,0
2017-03-15,2016_17,Champions League,Round of 16,round_of_16,AS Monaco (FRA),Manchester City (ENG),3,1
2017-03-15,2016_17,Champions League,Round of 16,round_of_16,Atlético Madrid (ESP),Bayer Leverkusen (GER),0,0
2017-04-11,2016_17,Champions League,Quarterfinals,quarterfinal,Juventus (ITA),FC Barcelona (ESP),3,0
2017-04-12,2016_17,Champions League,Quarterfinals,quarterfinal,Borussia Dortmund (GER),AS Monaco (FRA),2,3
2017-04-12,2016_17,Champions League,Quarterfinals,quarterfinal,Atlético Madrid (ESP),Leicester City (ENG),1,0
2017-04-12,2016_17,Champions League,Quarterfinals,quarterfinal,Bayern München (GER),Real Madrid (ESP),1,2
2017-04-18,2016_17,Champions League,Quarterfinals,quarterfinal,Leicester City (ENG),Atlético Madrid (ESP),1,1
2017-04-18,2016_17,Champions League,Quarterfinals,quarterfinal,Real Madrid (ESP),Bayern München (GER),4,2
2017-04-19,2016_17,Champions League,Quarterfinals,quarterfinal,FC Barcelona (ESP),Juventus (ITA),0,0
2017-04-19,2016_17,Champions League,Quarterfinals,quarterfinal,AS Monaco (FRA),Borussia Dortmund (GER),3,1
2017-05-02,2016_17,Champions League,Semifinals,semifinal,Real Madrid (ESP),Atlético Madrid (ESP),3,0
2017-05-03,2016_17,Champions League,Semifinals,semifinal,AS Monaco (FRA),Juventus (ITA),0,2
2017-05-09,2016_17,Champions League,Semifinals,semifinal,Juventus (ITA),AS Monaco (FRA),2,1
2017-05-10,2016_17,Champions League,Semifinals,semifinal,Atlético Madrid (ESP),Real Madrid (ESP),2,1
2017-06-03,2016_17,Champions League,Final,final,Juventus (ITA),Real Madrid (ESP),1,4
