date,season,competition,stage_raw,stage,home_team,away_team,home_goals,away_goals
2021-09-14,2021_22,Champions League,Group E,league_phase,FC Barcelona (ESP),Bayern München (GER),0,3
2021-09-14,2021_22,Champions League,Group E,league_phase,Dinamo Kiev (UKR),SL Benfica (POR),0,0
2021-09-29,2021_22,Champions League,Group E,league_phase,SL Benfica (POR),FC Barcelona (ESP),3,0
2021-09-29,2021_22,Champions League,Group E,league_phase,Bayern München (GER),Dinamo Kiev (UKR),5,0
2021-10-20,2021_22,Champions League,Group E,league_phase,FC Barcelona (ESP),Dinamo Kiev (UKR),1,0
2021-10-20,2021_22,Champions League,Group E,league_phase,SL Benfica (POR),Bayern München (GER),0,4
2021-11-02,2021_22,Champions League,Group E,league_phase,Bayern München (GER),SL Benfica (POR),5,2
2021-11-02,2021_22,Champions League,Group E,league_phase,Dinamo Kiev (UKR),FC Barcelona (ESP),0,1
2021-11-23,2021_22,Champions League,Group E,league_phase,Dinamo Kiev (UKR),Bayern München (GER),1,2
2021-11-23,2021_22,Champions League,Group E,league_phase,FC Barcelona (ESP),SL Benfica (POR),0,0
2021-12-08,2021_22,Champions League,Group E,league_phase,Bayern München (GER),FC Barcelona (ESP),3,0
2021-12-08,2021_22,Champions League,Group E,league_phase,SL Benfica (POR),Dinamo Kiev (UKR),2,0
2021-09-14,2021_22,Champions League,Group F,league_phase,BSC Young Boys (SUI),Manchester United (ENG),2,1
2021-09-14,2021_22,Champions League,Group F,league_phase,Villarreal CF (ESP),Atalanta (ITA),2,2
2021-09-29,2021_22,Champions League,Group F,league_phase,Atalanta (ITA),BSC Young Boys (SUI),1,0
2021-09-29,2021_22,Champions League,Group F,league_phase,Manchester United (ENG),Villarreal CF (ESP),2,1
2021-10-20,2021_22,Champions League,Group F,league_phase,Manchester United (ENG),Atalanta (ITA),3,2
2021-10-20,2021_22,Champions League,Group F,league_phase,BSC Young Boys (SUI),Villarreal CF (ESP),1,4
2021-11-02,2021_22,Champions League,Group F,league_phase,Atalanta (ITA),Manchester United (ENG),2,2
2021-11-02,2021_22,Champions League,Group F,league_phase,Villarreal CF (ESP),BSC Young Boys (SUI),2,0
2021-11-23,2021_22,Champions League,Group F,league_phase,Villarreal CF (ESP),Manchester United (ENG),0,2
2021-11-23,2021_22,Champions League,Group F,league_phase,BSC Young Boys (SUI),Atalanta (ITA),3,3
2021-12-08,2021_22,Champions League,Group F,league_phase,Manchester United (ENG),BSC Young Boys (SUI),1,1
2021-12-09,2021_22,Champions League,Group F,league_phase,Atalanta (ITA),Villarreal CF (ESP),2,3
2021-09-14,2021_22,Champions League,Gruppe G,Gruppe G,Sevilla FC (ESP),RB Salzburg (AUT),1,1
2021-09-14,2021_22,Champions League,Gruppe G,Gruppe G,Lille OSC (FRA),VfL Wolfsburg (GER),0,0
2021-09-29,2021_22,Champions League,Gruppe G,Gruppe G,RB Salzburg (AUT),Lille OSC (FRA),2,1
2021-09-29,2021_22,Champions League,Gruppe G,Gruppe G,VfL Wolfsburg (GER),Sevilla FC (ESP),1,1
2021-10-20,2021_22,Champions League,Gruppe G,Gruppe G,RB Salzburg (AUT),VfL Wolfsburg (GER),3,1
2021-10-20,2021_22,Champions League,Gruppe G,Gruppe G,Lille OSC (FRA),Sevilla FC (ESP),0,0
2021-11-02,2021_22,Champions League,Gruppe G,Gruppe G,VfL Wolfsburg (GER),RB Salzburg (AUT),2,1
2021-11-02,2021_22,Champions League,Gruppe G,Gruppe G,Sevilla FC (ESP),Lille OSC (FRA),1,2
2021-11-23,2021_22,Champions League,Gruppe G,Gruppe G,Lille OSC (FRA),RB Salzburg (AUT),1,0
2021-11-23,2021_22,Champions League,Gruppe G,Gruppe G,Sevilla FC (ESP),VfL Wolfsburg (GER),2,0
2021-12-08,2021_22,Champions League,Gruppe G,Gruppe G,RB Salzburg (AUT),Sevilla FC (ESP),1,0
2021-12-08,2021_22,Champions League,Gruppe G,Gruppe G,VfL Wolfsburg (GER),Lille OSC (FRA),1,3
2021-09-14,2021_22,Champions League,Gruppe H,Gruppe H,Chelsea FC (ENG),Zenit St. Petersburg (RUS),1,0
2021-09-14,2021_22,Champions League,Gruppe H,Gruppe H,Malmö FF (SWE),Juventus (ITA),0,3
2021-09-29,2021_22,Champions League,Gruppe H,Gruppe H,Zenit St. Petersburg (RUS),Malmö FF (SWE),4,0
2021-09-29,2021_22,Champions League,Gruppe H,Gruppe H,Juventus (ITA),Chelsea FC (ENG),1,0
2021-10-20,2021_22,Champions League,Gruppe H,Gruppe H,Zenit St. Petersburg (RUS),Juventus (ITA),0,1
2021-10-20,2021_22,Champions League,Gruppe H,Gruppe H,Chelsea FC (ENG),Malmö FF (SWE),4,0
2021-11-02,2021_22,Champions League,Gruppe H,Gruppe H,Malmö FF (SWE),Chelsea FC (ENG),0,1
2021-11-02,2021_22,Champions League,Gruppe H,Gruppe H,Juventus (ITA),Zenit St. Petersburg (RUS),4,2
2021-11-23,2021_22,Champions League,Gruppe H,Gruppe H,Chelsea FC (ENG),Juventus (ITA),4,0
2021-11-23,2021_22,Champions League,Gruppe H,Gruppe H,Malmö FF (SWE),Zenit St. Petersburg (RUS),1,1
2021-12-08,2021_22,Champions League,Gruppe H,Gruppe H,Zenit St. Petersburg (RUS),Chelsea FC (ENG),3,3
2021-12-08,2021_22,Champions League,Gruppe H,Gruppe H,Juventus (ITA),Malmö FF (SWE),1,0
2022-02-15,2021_22,Champions League,Round of 16,round_of_16,Sporting CP (POR),Manchester City (ENG),0,5
2022-02-15,2021_22,Champions League,Round of 16,round_of_16,Paris Saint-Germain (FRA),Real Madrid (ESP),1,0
2022-02-16,2021_22,Champions League,Round of 16,round_of_16,RB Salzburg (AUT),Bayern München (GER),1,1
2022-02-16,2021_22,Champions League,Round of 16,round_of_16,Inter (ITA),Liverpool FC (ENG),0,2
2022-02-22,2021_22,Champions League,Round of 16,round_of_16,Chelsea FC (ENG),Lille OSC (FRA),2,0
2022-02-22,2021_22,Champions League,Round of 16,round_of_16,Villarreal CF (ESP),Juventus (ITA),1,1
2022-02-23,2021_22,Champions League,Round of 16,round_of_16,SL Benfica (POR),AFC Ajax (NED),2,2
2022-02-23,2021_22,Champions League,Round of 16,round_of_16,Atlético Madrid (ESP),Manchester United (ENG),1,1
2022-03-08,2021_22,Champions League,Round of 16,round_of_16,Bayern München (GER),RB Salzburg (AUT),7,1
2022-03-08,2021_22,Champions League,Round of 16,round_of_16,Liverpool FC (ENG),Inter (ITA),0,1
2022-03-09,2021_22,Champions League,Round of 16,round_of_16,Manchester City (ENG),Sporting CP (POR),0,0
2022-03-09,2021_22,Champions League,Round of 16,round_of_16,Real Madrid (ESP),Paris Saint-Germain (FRA),3,1
2022-03-15,2021_22,Champions League,Round of 16,round_of_16,AFC Ajax (NED),SL Benfica (POR),0,1
2022-03-15,2021_22,Champions League,Round of 16,round_of_16,Manchester United (ENG),Atlético Madrid (ESP),0,1
2022-03-16,2021_22,Champions League,Round of 16,round_of_16,Lille OSC (FRA),Chelsea FC (ENG),1,2
2022-03-16,2021_22,Champions League,Round of 16,round_of_16,Juventus (ITA),Villarreal CF (ESP),0,3
2022-04-05,2021_22,Champions League,Quarterfinals,quarterfinal,Manchester City (ENG),Atlético Madrid (ESP),1,0
2022-04-05,2021_22,Champions League,Quarterfinals,quarterfinal,SL Benfica (POR),Liverpool FC (ENG),1,3
2022-04-06,2021_22,Champions League,Quarterfinals,quarterfinal,Chelsea FC (ENG),Real Madrid (ESP),1,3
2022-04-06,2021_22,Champions League,Quarterfinals,quarterfinal,Villarreal CF (ESP),Bayern München (GER),1,0
2022-04-12,2021_22,Champions League,Quarterfinals,quarterfinal,Real Madrid (ESP),Chelsea FC (ENG),2,3
2022-04-12,2021_22,Champions League,Quarterfinals,quarterfinal,Bayern München (GER),Villarreal CF (ESP),1,1
2022-04-13,2021_22,Champions League,Quarterfinals,quarterfinal,Atlético Madrid (ESP),Manchester City (ENG),0,0
2022-04-13,2021_22,Champions League,Quarterfinals,quarterfinal,Liverpool FC (ENG),SL Benfica (POR),3,3
2022-04-26,2021_22,Champions League,Semifinals,semifinal,Manchester City (ENG),Real Madrid (ESP),4,3
2022-04-27,2021_22,Champions League,Semifinals,semifinal,Liverpool FC (ENG),Villarreal CF (ESP),2,0
2022-05-03,2021_22,Champions League,Semifinals,semifinal,Villarreal CF (ESP),Liverpool FC (ENG),2,3
2022-05-04,2021_22,Champions League,Semifinals,semifinal,Real Madrid (ESP),Manchester City (ENG),3,1
2022-05-28,2021_22,Champions League,Final,final,Liverpool FC (ENG),Real Madrid (ESP),0,1
