date,season,competition,stage_raw,stage,home_team,away_team,home_goals,away_goals
2023-11-08,2023_24,Champions League,"Group, Matchday 4",league_phase,Arsenal FC (ENG),Sevilla FC (ESP),2,0
2023-11-08,2023_24,Champions League,"Group, Matchday 4",league_phase,PSV (NED),Racing Club de Lens (FRA),1,0
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,SS Lazio (ITA),Celtic FC (SCO),2,0
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,FK Shakhtar Donetsk (UKR),Royal Antwerp FC (BEL),1,0
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,Feyenoord Rotterdam (NED),Club Atlético de Madrid (ESP),1,3
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,AC Milan (ITA),Borussia Dortmund (GER),1,3
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,Paris Saint-Germain FC (FRA),Newcastle United FC (ENG),1,1
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,BSC Young Boys (SUI),FK Crvena Zvezda (SRB),2,0
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,Manchester City FC (ENG),RB Leipzig (GER),3,2
2023-11-28,2023_24,Champions League,"Group, Matchday 5",league_phase,FC Barcelona (ESP),FC Porto (POR),2,1
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Galatasaray SK (TUR),Manchester United FC (ENG),3,3
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Sevilla FC (ESP),PSV (NED),2,3
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Sporting Clube de Braga (POR),1. FC Union Berlin (GER),1,1
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Real Madrid CF (ESP),SSC Napoli (ITA),4,2
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Sport Lisboa e Benfica (POR),FC Internazionale Milano (ITA),3,3
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Real Sociedad de Fútbol (ESP),FC Red Bull Salzburg (AUT),0,0
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,FC Bayern München (GER),FC København (DEN),0,0
2023-11-29,2023_24,Champions League,"Group, Matchday 5",league_phase,Arsenal FC (ENG),Racing Club de Lens (FRA),6,0
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,PSV (NED),Arsenal FC (ENG),1,1
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,Racing Club de Lens (FRA),Sevilla FC (ESP),2,1
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,1. FC Union Berlin (GER),Real Madrid CF (ESP),2,3
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,SSC Napoli (ITA),Sporting Clube de Braga (POR),2,0
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,FC Internazionale Milano (ITA),Real Sociedad de Fútbol (ESP),0,0
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,FC Red Bull Salzburg (AUT),Sport Lisboa e Benfica (POR),1,3
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,Manchester United FC (ENG),FC Bayern München (GER),0,1
2023-12-12,2023_24,Champions League,"Group, Matchday 6",league_phase,FC København (DEN),Galatasaray SK (TUR),1,0
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,RB Leipzig (GER),BSC Young Boys (SUI),2,1
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,FK Crvena Zvezda (SRB),Manchester City FC (ENG),2,3
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,Club Atlético de Madrid (ESP),SS Lazio (ITA),2,0
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,Celtic FC (SCO),Feyenoord Rotterdam (NED),2,1
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,Newcastle United FC (ENG),AC Milan (ITA),1,2
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,Borussia Dortmund (GER),Paris Saint-Germain FC (FRA),1,1
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,Royal Antwerp FC (BEL),FC Barcelona (ESP),3,2
2023-12-13,2023_24,Champions League,"Group, Matchday 6",league_phase,FC Porto (POR),FK Shakhtar Donetsk (UKR),5,3
2024-02-13,2023_24,Champions League,"Finals, Round of 16",round_of_16,FC København (DEN),Manchester City FC (ENG),1,3
2024-02-13,2023_24,Champions League,"Finals, Round of 16",round_of_16,RB Leipzig (GER),Real Madrid CF (ESP),0,1
2024-02-14,2023_24,Champions League,"Finals, Round of 16",round_of_16,Paris Saint-Germain FC (FRA),Real Sociedad de Fútbol (ESP),2,0
2024-02-14,2023_24,Champions League,"Finals, Round of 16",round_of_16,SS Lazio (ITA),FC Bayern München (GER),1,0
2024-02-20,2023_24,Champions League,"Finals, Round of 16",round_of_16,FC Internazionale Milano (ITA),Club Atlético de Madrid (ESP),1,0
2024-02-20,2023_24,Champions League,"Finals, Round of 16",round_of_16,PSV (NED),Borussia Dortmund (GER),1,1
2024-02-21,2023_24,Champions League,"Finals, Round of 16",round_of_16,FC Porto (POR),Arsenal FC (ENG),1,0
2024-02-21,2023_24,Champions League,"Finals, Round of 16",round_of_16,SSC Napoli (ITA),FC Barcelona (ESP),1,1
2024-03-05,2023_24,Champions League,"Finals, Round of 16",round_of_16,Real Sociedad de Fútbol (ESP),Paris Saint-Germain FC (FRA),1,2
2024-03-05,2023_24,Champions League,"Finals, Round of 16",round_of_16,FC Bayern München (GER),SS Lazio (ITA),3,0
2024-03-06,2023_24,Champions League,"Finals, Round of 16",round_of_16,Manchester City FC (ENG),FC København (DEN),3,1
2024-03-06,2023_24,Champions League,"Finals, Round of 16",round_of_16,Real Madrid CF (ESP),RB Leipzig (GER),1,1
2024-03-12,2023_24,Champions League,"Finals, Round of 16",round_of_16,Arsenal FC (ENG),FC Porto (POR),4,2
2024-03-12,2023_24,Champions League,"Finals, Round of 16",round_of_16,FC Barcelona (ESP),SSC Napoli (ITA),3,1
2024-03-13,2023_24,Champions League,"Finals, Round of 16",round_of_16,Club Atlético de Madrid (ESP),FC Internazionale Milano (ITA),3,2
2024-03-13,2023_24,Champions League,"Finals, Round of 16",round_of_16,Borussia Dortmund (GER),PSV (NED),2,0
2024-04-09,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,Arsenal FC (ENG),FC Bayern München (GER),2,2
2024-04-09,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,Real Madrid CF (ESP),Manchester City FC (ENG),3,3
2024-04-10,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,Club Atlético de Madrid (ESP),Borussia Dortmund (GER),2,1
2024-04-10,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,Paris Saint-Germain FC (FRA),FC Barcelona (ESP),2,3
2024-04-16,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,Borussia Dortmund (GER),Club Atlético de Madrid (ESP),4,2
2024-04-16,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,FC Barcelona (ESP),Paris Saint-Germain FC (FRA),1,4
2024-04-17,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,FC Bayern München (GER),Arsenal FC (ENG),1,0
2024-04-17,2023_24,Champions League,"Finals, Quarterfinals",quarterfinal,Manchester City FC (ENG),Real Madrid CF (ESP),3,4
2024-04-30,2023_24,Champions League,"Finals, Semifinals",semifinal,FC Bayern München (GER),Real Madrid CF (ESP),2,2
2024-05-01,2023_24,Champions League,"Finals, Semifinals",semifinal,Borussia Dortmund (GER),Paris Saint-Germain FC (FRA),1,0
2024-05-07,2023_24,Champions League,"Finals, Semifinals",semifinal,Paris Saint-Germain FC (FRA),Borussia Dortmund (GER),0,1
2024-05-08,2023_24,Champions League,"Finals, Semifinals",semifinal,Real Madrid CF (ESP),FC Bayern München (GER),2,1
2024-06-01,2023_24,Champions League,"Finals, Final",final,Borussia Dortmund (GER),Real Madrid CF (ESP),0,2
